username,like_linda,like_karl_peter,like_sandy,like_kevin,like_martin,like_claudia,used_hashtags
xiaoao.tea,8.33%,0.0%,0.0%,11.11%,16.67%,14.29%,"['#berries', '#photoshoot', '#photosession', '#photooftheday', '#photography', '#kumberg', '#styria', '#berriedicetea', '#vollfein', '#throwback', '#redsunset', '#badgleichenberg', '#dusk', '#friendsdinner', '#2017', '#preciousmoments', '#winterwonderland', '#graz', '#augarten', '#january2021', '#refresh', '#reset', '#coldday', '#warmcore', '#swimming', '#breathwork', '#wimhofmethod', '#wimhof', '#pioneersfestival2019', '#hofburg', '#usembassy', '#cocowhitebeach', '#7yearsago', '#philippines', '#guindulman', '#hkbu2011', '#paradise', '#goodoltimes', '#relaxing', '#willgoswimmingnow', '#startupflair', '#moderating', '#startupweek', '#ideentriebwerk', '#steiermark', '#unigraz', '#gewitter', '#gewitterwolken', '#gewitterfront', '#heavyrain', '#goldenhour', '#agameoftones', '#justgoshoot', '#shotwithlove', '#canon', '#eos60d', '#asiahouse', '#longexposure', '#nightphotography', '#thunder', '#lightning', '#instaphoto', '#awesome', '#catchthemoment', '#gehtsichaus', '#2min2mio', '#excitingtimesahead', '#startuplife', '#startup', '#startupjourney', '#entrepreneurlife', '#verrücktnachmarry', '#drinkglobalactlocal', '#workhardplayhard', '#icetea', '#matetea', '#rooibostea', '#raspberry', '#blackcurrant', '#redcurrant', '#blackberry', '#lowsugar', '#markthartmannsdorf', '#afternoon', '#winter', '#cold', '#calm', '#mood', '#park', '#chasingpeacock', '#desperate', '#motifmatters', '#snapshot', '#aula', '#coworkingspace', '#opening', '#fifteensecondsfestival', '#fs18', '#problemsolving', '#creativethinking', '#thereisnooneanswer', '#shoutout', '#startupspritzer', '#supportyourlocal', '#supportsmallbusiness', '#upcycle', '#fairfashion', '#findbalance', '#tuesdaythoughts', '#susegg', '#gusegg', '#summerschool', '#seggaucastle', '#centerforamericanstudies', '#velaluka', '#korcula', '#marinakastela', '#split', '#strategicretreat', '#yacht', '#victoria', '#sea', '#adria', '#plainawesome', '#travel', '#quarantinelife', '#illustrator', '#learnsomethingnew', '#stayhealthy', '#stayhome', '#vöcklabruck', '#oberösterreich', '#familytime', '#bigkid', '#findyourinnerchild', '#funnymoments', '#cinemagraph', '#stilllifephotography', '#timelapse', '#igersaustria', '#igersgraz', '#startuprungraz', '#pitchinglane', '#streetfood', '#dj', '#drinks', '#bouncingcastle', '#running', '#pitching', '#goodvibes', '#runhappy', '#instarunner', '#networking', '#soapbubbles', '#seifenblasen', '#picture', '#pic', '#recreationtime', '#playfulmoments', '#oeverseepark', '#weekend', '#lifelonglearning', '#newchallenges', '#colorsplash', '#myunicornlife', '#colorcolourlovers', '#ihavethisthingwithcolor', '#livecolorfully', '#beverage', '#refreshing', '#idea', '#student', '#tea', '#teatime', '#yummy', '#tasty', '#fruit', '#lunch', '#healthylifestyle', '#detox', '#drink', '#happiness', '#tealovers', '#instatea', '#tealove', '#local', '#unique', '#yoga', '#fs17', '#thisyear', '#nice', '#best', '#wonderful']"
mayernaut,0.0%,0.0%,0.0%,11.11%,33.33%,0.0%,"['#digital', '#strategy', '#coworkingspace', '#consultant', '#mayermayer', '#Graz', '#tretboot', '#Croatia', '#pirate', '#krk', '#formula1', '#chill', '#redbullring', '#moon', '#Moonlight', '#fullmoon', '#manonthemoon', '#graz', '#summerinthecitygraz', '#ivents', '#sandsculpture', '#art', '#Greek', '#grafitti', '#summer', '#artwork', '#hangloose', '#Sundowner', '#linz', '#nofilter', '#donau', '#shape', '#italy', '#veneto', '#belissimo', '#mare', '#auszeitmitfreunden', '#fiba', '#streetsport', '#finals', '#kidslife', '#prouddad', '#leechwald', '#turmwärterhaus', '#hilmwarte', '#signs', '#noway', '#oneway', '#ride', '#stop', '#no', '#BBQ', '#grillen', '#gambas', '#venice', '#relax', '#dolcevita', '#friends', '#familytime', '#greece', '#paros', '#naxos', '#cyclades', '#apollon', '#island', '#virtualreality', '#oculus', '#newwork', '#innovation', '#hangloosebeach']"
mockerymia,8.33%,16.67%,14.29%,22.22%,33.33%,42.86%,"['#relax', '#relaxing', '#lookinggood', '#lookingmybest', '#lyingaround', '#highheelsneaker', '#coolshoesby', '#dontworrybehappy', '#attitude', '#black', '#blackinblack', '#blackshoes', '#blackhighheels', '#blacksneakers', '#blackisthenewblack', '#streetstyle', '#shoestyles', '#mockerymia', '#shoesdesigner', '#shoemaker', '#shoemakers', '#shoearchitect', '#concrete', '#comfy', '#banana', '#stayhealthy', '#artwork', '#art', '#artsyfartsy', '#kunstinstallation', '#meaning', '#artistsoninstagram', '#artinspiration', '#artinstallation', '#designer', '#designerfashion', '#designlovers', '#lacelessdesign', '#callingallcreators', '#cacinspo', '#shoedangle', '#shoestyle', '#shoelover', '#shoelovers', '#selfmade', '#duck', '#family', '#shoes', '#shoesstagram', '#shoesaddict', '#shoeslover', '#shoesoftheday', '#newshoes', '#👠👟', '#shoestartup', '#nevergiveup', '#believer', '#believeinyourself', '#nevertooold', '#mockery', '#mia', '#shoestagram', '#shoeswag', '#shoeaddict', '#shoelove', '#shoesfashion', '#shoeshopping', '#kaninchen', '#passagelinz', '#linz', '#igerslinz', '#igersaustria', '#support', '#mum', '#and', '#i', '#friends', '#shoppingtour', '#popup', '#popupstores', '#popupstore', '#happy', '#awesome', '#firsttime', '#coolshoes', '#shoesofinstagram', '#igersgraz', '#shoestar', '#shoetingstar', '#most', '#comfortable', '#highheels', '#ever', '#mumsupport', '#renemagritte', '#magritte', '#surrealism', '#surrealismus', '#miracle', '#miracles', '#wonder', '#wunder', '#artinspirations', '#artinspo', '#artoftheday', '#artofinstagram', '#memes', '#memes😂', '#highheelshoes', '#highheelsneakers', '#footweardesign', '#footwearfashion', '#footwear', '#batman', '#bat', '#batshoes', '#batshoe', '#happyhalloween', '#happyhalloween🎃', '#happyhalloween2020', '#bestcostume', '#bestcostumeever', '#batcostume', '#nomore', '#footpain', '#footpainrelief', '#footpainsucks', '#newshoes👟', '#newshoesdaily', '#shoesdaily', '#shoesshoesshoes', '#shoesstyle', '#motherhood', '#mother', '#motherhoodunplugged', '#motherandbaby', '#maria', '#child', '#bondingtime', '#bondingmoment', '#bondingmoments', '#heavenly', '#fashionphotography', '#paradise', '#shoesfromheaven', '#firstfashionista', '#firstfashioninfluencer', '#shoefashionista', '#shoedazzlegirl', '#statementpiece', '#shoesofthefuture', '#shoes2021', '#igersheaven', '#goddess', '#pandemic', '#austria', '#museumsquartier', '#vienna', '#Museen', '#Pandemie', '#österreich', '#bittersweet', '#leopoldmuseum', '#mumokwien', '#mumok', '#mumokmuseum', '#architekturzentrumwien', '#lockdown2020', '#lockdown', '#theshowmustgoon', '#igersvienna', '#reboot2020', '#announcement', '#dashoes', '#staypositive', '#shoes4life', '#handmade', '#exploretheworld', '#shoesoftheyear', '#highheelsfetish', '#highheellover', '#happyme', '#igerseurope', '#europe', '#moda', '#fashionista', '#statementshoes', '#statementoutfit', '#mummy', '#toiletpaper', '#worthamillion', '#worthafortune', '#halloweencostume', '#halloween', '#halloween2020', '#halloween2020🎃', '#halloween2020🎃👻🕷️', '#halloween2020🎃👻', '#halloweencorona', '#coronacostume', '#halloweencountdown', '#costume', '#costumedesign', '#expensive', '#expensivelifestyle', '#expensivelifestyles', '#mumie', '#halloweenkostüm', '#kostüm', '#wedges', '#wedgesshoes', '#wedge', '#wedgeshoes', '#wedgeheels', '#wedgessneakers', '#wedgesneakers', '#wedgesshoesheels', '#shoesonfire', '#shoesonfire🔥', '#yellowshoes', '#yellowshoes💛', '#yellowheels', '#yellowheel', '#yellowheels👠', '#yellowheels💛', '#heelsonfire', '#yellowhighheels', '#newhighheels', '#highheels2020', '#heels2020', '#womenshoes', '#shoes2020', '#slowmotion', '#slowmo', '#splash', '#waterbomb', '#wasserbombe', '#cooloff', '#mesmerizing', '#video', '#shoechallenge', '#waterchallenge', '#challengeaccepted', '#challengeyourself', '#toohottohandle', '#toohot', '#digitalart', '#meets', '#analogart', '#summertime', '#shoesoftheweek', '#hours', '#studioninprantner', '#graz', '#photography', '#photoshoot', '#photoshooting', '#summeroutfit', '#ootd', '#ootdfashion', '#shoegasm', '#shoeporn', '#streetwearfashion', '#streetartphotography', '#outfits', '#outfitinspo', '#outfitideas', '#outfitpost', '#styleblogger', '#styleinspo', '#star', '#stars', '#moon', '#shoefie', '#tbt', '#coolshoe', '#shoesofinsta', '#shoefielicious', '#shoefiequeen', '#shoefies', '#shoeaholic', '#shoestagrammer', '#shoestylist', '#details', '#vatertag', '#fathersday', '#vatertag2020', '#fathersday2020', '#style', '#mode', '#fashion', '#modainsta', '#bedifferent', '#austrianblogger', '#madeinitaly', '#designedinaustria', '#highlights', '#highheelslover', '#highheel', '#highheelsaddiction', '#weekendmood', '#highquality', '#instashoes', '#designed', '#pumps', '#pumpshoes', '#pumpshoe', '#stylereport', '#shoefilicious', '#instagramshoes', '#stylingshoes', '#stylishshoes', '#shoesforwomen', '#myshoestoday', '#shoesofig', '#madeinitalyshoes', '#summervibes', '#learntoswim', '#fancyshoes', '#goneswimming', '#shoefan', '#shoesday', '#sneakerhead', '#fashiongram', '#fashionshoes', '#luxuryshoes', '#newin', '#sapatilhalovers', '#sapatosfemininos', '#shoefreak', '#trend', '#murinsel', '#hothothot', '#summer2020', '#watercooling', '#worldsfirst', '#popuplab', '#niedagewesen', '#gefühl', '#walking', '#experience', '#explore', '#more', '#heels', '#heelslover', '#heelsaddict', '#highheelsshoes', '#newstart', '#freshstart', '#highheelsmurah', '#highheelmadness', '#fashionlover', '#streetfashion', '#fashionstatement', '#statement', '#redheels', '#redheels👠', '#red', '#redlove', '#redhighheels', '#redhighheels👠', '#redshoes', '#accessories', '#signalcolor', '#roteschuhe', '#rotehighheels', '#unique', '#uniquejewelry', '#uniquewomen', '#uniquewoman', '#style2020', '#styleinspo2020', '#chaos', '#newshoeintown', '#wien', '#goodtimes', '#newchallenge', '#newchapter', '#lifeischange', '#lifeisbeautiful', '#lifestyle', '#newstyle', '#newstory', '#fashionstyle', '#fashioninspo', '#fashionable', '#dressup', '#fridayfeet', '#fridayfeeling', '#fridaymood', '#feetup', '#feetupfriday', '#idontgiveashit', '#instashoestyle', '#shoesfashionista', '#footwearnews', '#blonde', '#damenschuhe', '#shooting', '#spreadtheword', '#winning', '#winwinwin', '#win', '#firstprize', '#firstprize🏆', '#spreadlove', '#together', '#spreadpositivity', '#share', '#vote', '#vote2020', '#teilenerwünscht', '#teilen', '#diesteirerin', '#stadtgraz', '#dicoverunder5k', '#2min2mio', '#latenight', '#shopping', '#latenightshopping', '#passage', '#mut', '#zur', '#größe', '#shop', '#shoplocal', '#designshoes', '#shoeshop', '#designforlife', '#discover', '#new', '#things', '#innovative', '#project', '#research', '#exclusive', '#shopdesign', '#shopdesigner', '#insight', '#insights', '#shopdesigns', '#architecturelovers', '#architecture', '#architecturelover', '#design', '#designlover', '#atnight', '#interiordesign', '#designinterior', '#industrialdesign', '#architecturedesign', '#designerwear', '#designers', '#designboom', '#dezeen', '#designmilk', '#shoebrand', '#brandnewshoes', '#noshoestoday', '#cinderella', '#cinderellastory', '#first', '#famous', '#influencer', '#fairytale', '#perfectfit', '#fitting', '#storyteller', '#comic', '#story', '#glass', '#shoediary', '#heelerella']"
veg_matey,8.33%,16.67%,0.0%,11.11%,0.0%,0.0%,"['#vegan', '#asparagus', '#tempeh', '#veganfood', '#homemade', '#homemadefood', '#veganlunch', '#teriyakitempeh', '#teriyaki', '#plantbased', '#plantbasedfood', '#whatveganseat', '#veganeats', '#crueltyfree', '#noanimalsharmed', '#noanimalingredients', '#veganfoodshare', '#tasty', '#delicious', '#veganfoodlovers', '#veganfoodporn', '#veganfoodie', '#eatplants', '#choosevegan', '#veganlife', '#govegan', '#veganism', '#vegans', '#vegansofig', '#vegansofinstagram', '#veganlasagna', '#vegancheese', '#nomeat', '#nodairy', '#lasagna', '#yummy', '#vegancommunity', '#veganfortheanimals', '#ramen', '#veganramen', '#veganlifestyle', '#brazilnuts', '#selenium', '#healthy', '#healthyfood', '#nuts', '#foodphotography', '#homemadedessert', '#dessert', '#easyfood', '#instafood', '#brunchbox', '#veganbrunch', '#brunch', '#ginkograz', '#welovegreenhouse', '#verrücktnachmarry', '#veganessen', '#pflanzlich', '#veganesessen', '#ohnetierischeprodukte', '#ohnetierleid', '#pflanzlicheernährung', '#graz', '#grazvegan', '#veganingraz', '#österreich', '#austria', '#igersgraz', '#veganösterreich', '#veganaustria', '#bananabread', '#veganfortheplanet', '#veganpower', '#banana', '#flammkuchen', '#tarteflambee', '#flamecake', '#wildstrawberries', '#soyyogurt', '#veganbreakfast', '#wildstrawberry', '#breakfast', '#dairyfree', '#vegansnacks', '#snack', '#vegansnack', '#cornwaffles', '#easyrecipes', '#peanutbutter', '#foodporn', '#millet', '#warsaw', '#veganda', '#noeggs', '#veganlove', '#cress', '#homegrown', '#homegrownfood', '#raw', '#rawfood', '#microgreens', '#vegandumplings', '#dumplings', '#plumdumplings', '#celeryjuice', '#celery', '#juice', '#pizza', '#veganepizza', '#veganpizza', '#ohnefleisch', '#tierleidfrei', '#tierleidfreiessen', '#vegangraz', '#cherries', '#fruit', '#fruits', '#vitamins', '#summer', '#food', '#instagood', '#sheep', '#friendsnotfood', '#loveallanimals', '#sheepfamily', '#animalsarefriends', '#animalfriends', '#bekindtoanimals', '#animals', '#animallovers', '#animallove', '#notfood', '#animal', '#cute', '#animalphotography', '#grancanaria', '#veganesfrühstück', '#cafefotter', '#veganfestival', '#slovenia', '#vegafest', '#vegafest2020', '#veganfestivals', '#veganslovenia', '#slovenija', '#noanimalcruelty', '#vegandessert', '#lecker', '#ginko', '#wien', '#glutenfrei', '#mysecretgardencafe', '#wienvegan', '#veganvienna']"
frederic.schramm,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"['#jvpmachtschule', '#zug', '#mobility', '#mobilität', '#lt19', '#auftaktsteiermark', '#mehrtürkisfürwien', '#allesfürgraz', '#allesfürunserestadt', '#wbwersonst', '#alsace', '#wien', '#farbebekennen', '#wirfürkurz', '#prayforvienna']"
austriadiscover,8.33%,0.0%,0.0%,22.22%,16.67%,14.29%,"['#steiermark', '#steiermarktourismus', '#steiermark💚', '#visitsteiermark', '#steiermarkfrühling', '#steiermarkliebe', '#südoststeiermark', '#styriaisbeautiful', '#visitstyria', '#igersstyria', '#styrialove', '#styriagram', '#österreich🇦🇹', '#österreichurlaub', '#österreichliebe', '#österreichtour', '#österreichweit', '#osterreichtrip', '#austria🇦🇹', '#austrialife', '#austriagram', '#austriatoday', '#austriatrip', '#austriatravel', '#visitaustria', '#igersaustria', '#loveaustria', '#austriaphotography', '#austrianature', '#feldbach', '#styria💚', '#austriadiscover', '#photography', '#madeinaustria', '#nature', '#hirschkäfer', '#hirschkäfergeweih', '#hirschkäferliebe', '#hirschkäferontour', '#stagbettle', '#naturelove', '#oststeiermark', '#naturegram', '#naturejewels', '#forestlover', '#forestlife', '#naturelife', '#haveaniceday', '#naturefriends', '#shootingtime', '#cessna152', '#airportgraz', '#schöckl', '#mountain', '#adventure', '#cessna152lovers', '#flyinthesky', '#naturephotography', '#flying', '#landscape', '#naturelovers', '#shooting', '#adventuretime', '#shootingday', '#shootingphoto', '#hochwurzen', '#schladming', '#styria', '#austria', '#traveling', '#austrialove', '#austriareels', '#reels', '#reelsofinstagram', '#travel', '#mountains', '#hiking', '#freedom', '#lifeislife', '#freedomaustria', '#paradise', '#austriatour', '#austriaisbeautiful', '#austrialovers', '#love❤️💚', '#stubenberghaus', '#graz', '#taveling', '#travelinginaustria', '#travelgram', '#travellovers', '#travelphotography', '#foodporn', '#echtsteirisch', '#life', '#travelfriends', '#riegersburg', '#dieriegersburg', '#riegersburgcastle', '#riegersburgblick', '#castlephotography', '#castlelovers', '#skyflying', '#freelife', '#sightseeing', '#goodlife', '#upinthesky', '#photoshooting', '#airport', '#cessna', '#cessna152aerobat', '#cessna152flying', '#cessna152pilot', '#flyinginthesky', '#rotweissrot', '#cessna152🇦🇹', '#love🇦🇹', '#steigeinundfliegmit', '#flyinginaustria', '#friends', '#summerinthecity', '#visitgraz', '#grazlovers', '#sandskulpturen', '#hauptplatzgraz', '#summer2021', '#sandinthecity', '#fun', '#artwork', '#artoftheday', '#artofinstagram', '#artgram', '#artlovers', '#kreuzteich', '#tragöss', '#naturevideo', '#austrianblogger', '#outdoor', '#lake', '#water', '#nature_brilliance', '#nature_of_our_world', '#natureinspired', '#naturinösterreich', '#naturelover', '#nature_perfection', '#natureinspiration', '#natureshots', '#naturepic', '#naturel', '#naturehome', '#travelinaustria', '#adventuretravel', '#outdoorshoot', '#schladmingplanai', '#schladmingtourismus', '#schladmingrohrmoospichl', '#schladming2021', '#styriatravel', '#austriahiking', '#hikingadventures', '#austriamountains', '#travelingram', '#lakegram', '#lakephotography', '#lakeinaustria', '#relaxing', '#chillmood', '#austriamountain', '#mountainlove', '#summer', '#tavel', '#natureshot', '#natureofinstagram', '#carpediem', '#natureinfocus', '#freizeitingraz', '#natureinthecity', '#outdooradventures', '#photo', '#flyinginnature', '#flyinglife', '#austriaadventures', '#flyingphotography', '#freedomlife', '#2021', '#respectnature', '#cleanthecity', '#natureingraz', '#sauberhalten', '#schauenwirdrauf', '#natureislife', '#naturediscovery', '#nature_lovers', '#naturephoto', '#stadtgraz', '#housemountain', '#natureshot💚💙', '#bestplaceaustria', '#naturpur', '#stradnerkogel', '#madeinaustria🇦🇹', '#followus', '#travellife', '#lakelovers', '#lakeview', '#summervibes', '#summer20121', '#summertime', '#summerfun', '#summerlove', '#30grad', '#swimming', '#ralaxing', '#hochwurzenhütte', '#austriatraveling', '#mountaininaustria', '#mountaindiscover', '#visitschladming', '#1852m', '#hochwurzenschladming', '#naturjuwel', '#natureinaustria', '#lakeinstyria', '#sunfun', '#cloudsurfing', '#clouds', '#cloudscape', '#cloudstagram', '#cloudslime', '#cloudssurfing', '#flyingprivate', '#flyingintheclouds', '#naturereels', '#naturefreedom', '#summerfeeling', '#forest', '#trees', '#treesofinstagram', '#treesinnature', '#forestlove', '#photpgraphy', '#naturetravel']"
pichler.tom97,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,[]
_punk_platypus_,0.0%,0.0%,0.0%,11.11%,0.0%,0.0%,"['#nasenaction', '#skrrt', '#sheesh', '#dog']"
cc_pippo_lly,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"['#teamyellowitz', '#artemis', '#likeforlikes', '#toosexyforinstagram']"
waltraudfeiertag,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,[]
